no,city,town,total,sedan,van,truck,special,addr_code
1,서울특별시,종로구,569548.1,435511.2,39990.4,88504.2,5542.3,11110
2,서울특별시,중구,714826.5,510845.1,48137.2,144283.2,11561,11140
3,서울특별시,용산구,804541.7,664658.2,24323,113734.6,1825.9,11170
4,서울특별시,성동구,1379766.8,1049527.8,64906.7,261241.9,4090.4,11200
5,서울특별시,광진구,1191745.8,910683.3,48839.3,227560.5,4662.7,11215
6,서울특별시,동대문구,1136661.9,859239.2,41963.9,232668.3,2790.4,11230
7,서울특별시,중랑구,1476108.3,1077018.2,82161.1,309961.1,6967.9,11260
8,서울특별시,성북구,1416099.4,1096651.4,112839.1,203924.8,2684.1,11290
9,서울특별시,강북구,908532.9,668641,82032.2,155039.4,2820.4,11305
10,서울특별시,도봉구,1201090.4,917490.2,69616.3,209599.7,4384.2,11320
11,서울특별시,노원구,1858908.6,1506437.9,101860.2,244642.8,5967.8,11350
12,서울특별시,은평구,1601207.8,1265142.4,91144.3,240234.3,4686.9,11380
13,서울특별시,서대문구,1081323.6,842821.4,51025.6,181419.7,6057,11410
14,서울특별시,마포구,1438897.7,1121038.4,55543.1,256364.9,5951.3,11440
15,서울특별시,양천구,1841907.7,1428075.7,94702.9,293490.4,25638.7,11470
16,서울특별시,강서구,2659488.2,2067341.6,114185.1,469025.1,8936.4,11500
17,서울특별시,구로구,1877851.6,1420826.4,93273.7,357157.5,6594,11530
18,서울특별시,금천구,1188239.6,850353.1,76325.5,258158.7,3402.4,11545
19,서울특별시,영등포구,1787787.4,1310419.9,60095.3,390213.5,27058.6,11560
20,서울특별시,동작구,1193148.6,994119.8,38866.9,155514.3,4647.6,11590
21,서울특별시,관악구,1401610.7,1115366,61571.8,220396.2,4276.8,11620
22,서울특별시,서초구,1993148.3,1536249.6,74910,371504.1,10484.6,11650
23,서울특별시,강남구,2862241.7,2516253.9,70854.1,265980.9,9152.9,11680
24,서울특별시,송파구,3117023.6,2284490,144969.6,673047.9,14516,11710
25,서울특별시,강동구,1901416.7,1507571.5,87406.8,301049.1,5389.3,11740
26,부산광역시,중구,506685,195369.4,6700.8,128509.2,176105.7,26110
27,부산광역시,서구,408458.5,283427.8,14253.3,104017.4,6760,26140
28,부산광역시,동구,728196.6,489217.9,19861,112508,106609.7,26170
29,부산광역시,영도구,449113.5,332585,40038.2,72799.6,3690.6,26200
30,부산광역시,부산진구,2032155.1,1645951.7,61236,281466.2,43501.2,26230
31,부산광역시,동래구,1272779.2,976477.3,46179.6,234784.4,15337.9,26260
32,부산광역시,남구,1391866.5,961136.9,66705.2,213153.2,150871.3,26290
33,부산광역시,북구,1510069.4,1138808.8,58889.8,298757.6,13613.2,26320
34,부산광역시,해운대구,2266858.1,1852380,58718.9,313452.1,42307,26350
35,부산광역시,사하구,1565039.4,1190975.5,58461.6,296637.4,18965,26380
36,부산광역시,금정구,1355849.7,855969.9,83028.1,353887.4,62964.4,26410
37,부산광역시,강서구,1324597.9,850127,34353,391005.3,49112.5,26440
38,부산광역시,연제구,1308213.2,942942.2,73550.6,224281.8,67438.7,26470
39,부산광역시,수영구,1733155.3,1525051.8,49218.2,123956.8,34928.5,26500
40,부산광역시,사상구,1298505.7,861042.3,48509.2,364368.8,24585.5,26530
41,부산광역시,기장군,1274844.4,941999.9,80041.7,238485,14317.8,26710
42,대구광역시,중구,664107.6,543096.6,22011.2,97460.2,1539.6,27110
43,대구광역시,동구,2324812.1,1724303.5,87486.7,489587.3,23434.6,27140
44,대구광역시,서구,944643.2,672434.7,31784.6,233771.9,6652,27170
45,대구광역시,남구,676506.4,530557.7,27611.8,116808.1,1528.9,27200
46,대구광역시,북구,2950997.4,2122629.1,90261.7,712747.5,25359.1,27230
47,대구광역시,수성구,2530657,2108415.4,87374.1,328376.1,6491.5,27260
48,대구광역시,달서구,3641173.4,2732506,94719.7,784338.4,29609.2,27290
49,대구광역시,달성군,2071386,1511389.4,80706.2,462775.7,16514.7,27710
50,인천광역시,중구,1324133.5,800066.1,88009.3,311956.5,124101.7,28110
51,인천광역시,동구,392944,235814.7,12208.4,121493.4,23427.5,28140
52,인천광역시,미추홀구,2082920.1,1564338.6,63693.3,401673.1,53215.1,28177
53,인천광역시,연수구,2499966.3,2111336,75782.1,289759.8,23088.3,28185
54,인천광역시,남동구,3942133.6,3136871.9,131106.9,647582.3,26572.6,28200
55,인천광역시,부평구,3128513.7,2479897.5,127677.6,508991.9,11946.7,28237
56,인천광역시,계양구,5515566.2,4879984,102425.5,521818.7,11338.1,28245
57,인천광역시,서구,3854544.7,2819430,170581.3,831361.3,33172,28260
58,인천광역시,강화군,872893.8,643333,48060.7,176701.9,4798.2,28710
59,인천광역시,옹진군,129434.7,91475.3,5126.8,32601,231.6,28720
60,광주광역시,동구,573253.2,465409.8,24093.2,79616.1,4134.1,29110
61,광주광역시,서구,1826035.3,1459349.5,52547.7,302722.7,11415.4,29140
62,광주광역시,남구,1220520.1,974498,52296.3,183262.1,10463.7,29155
63,광주광역시,북구,2678406.8,2028033,107788.9,513304.5,29280.4,29170
64,광주광역시,광산구,3054118.3,2055098.6,80805.8,860147.1,58066.8,29200
65,대전광역시,동구,1290387.5,923916.2,59056.5,297949.2,9465.6,30110
66,대전광역시,중구,1312057.9,917392.3,68358.8,311613,14693.7,30140
67,대전광역시,서구,2622665.5,2137223.6,72863.6,395382.7,17195.5,30170
68,대전광역시,유성구,2386169.9,1926009,69862.8,370652.1,19646,30200
69,대전광역시,대덕구,1392935.9,842267.1,74260.4,446734.5,29674,30230
70,울산광역시,중구,1167414.4,939267.3,40449.5,170394.5,17303.1,31110
71,울산광역시,남구,1931784.9,1477088,59894.4,353431.9,41370.6,31140
72,울산광역시,동구,706986,614319.6,28181.5,62052.6,2432.3,31170
73,울산광역시,북구,1452601.6,1163465.8,50196.9,215880.5,23058.5,31200
74,울산광역시,울주군,1954082.6,1310580,102366.4,455479.7,85656.5,31710
75,세종특별자치시,,2591213,2165628.3,87131.2,328585.6,9867.8,36110
76,경기도,수원시,6851247.4,5481394.1,310275.5,1013087.9,46489.9,41110
77,경기도,성남시,4410890.4,3524037.9,214334.7,646759.7,25758.1,41130
78,경기도,의정부시,2292566.3,1761967,100785.8,420234,9579.5,41150
79,경기도,부천시,3798681.5,2814804.2,175662.4,787080.8,21134.1,41190
80,경기도,광명시,1356546,990631.8,61861.3,298074.2,5978.7,41210
81,경기도,평택시,4126634.9,3041696.4,202193.8,832971,49773.7,41220
82,경기도,동두천시,519570.6,375979.9,21895.2,119998.7,1696.7,41250
83,경기도,안산시,4264508.2,3010072.5,235311.3,994100.9,25023.5,41270
84,경기도,고양시,5642295.1,4459139.6,216866.7,946420.6,19868.2,41280
85,경기도,과천시,367804.5,309030.9,9235.9,47853.3,1684.4,41290
86,경기도,구리시,955806.2,703429.8,41007.7,206482.1,4886.6,41310
87,경기도,남양주시,4502481.7,3237755.4,191638.1,1044276.7,28811.6,41360
88,경기도,오산시,1508812.4,1176174.6,63421.9,262766.2,6449.7,41370
89,경기도,시흥시,3598011,2528123.3,126467.1,921700.5,21720.1,41390
90,경기도,군포시,1420836.6,1030406.1,42827.9,332801.9,14800.8,41410
91,경기도,의왕시,923418.4,702206.1,28628.3,170288.2,22295.9,41430
92,경기도,하남시,1863501.2,1371468.3,63690.6,421576.2,6766.1,41450
93,경기도,용인시,6538333.6,5089759.2,273912.2,1139201.3,35461,41460
94,경기도,파주시,3355830.8,2371597.7,194917.2,778880.2,10435.7,41480
95,경기도,이천시,1760473.7,1160400.4,77042.8,493592.4,29438.1,41500
96,경기도,안성시,1707122.9,1120431.3,76114.7,486284.3,24292.7,41550
97,경기도,김포시,3295445.1,2380991.6,161846.8,708026.8,44580,41570
98,경기도,화성시,6525348.6,4782075,301854.9,1408617.6,32801,41590
99,경기도,광주시,3148859.5,2081375.5,268798.3,784352.7,14333,41610
100,경기도,양주시,1631779.2,1123971.2,78330.1,420012.5,9465.3,41630
101,경기도,포천시,1522122.6,932693.1,81866.5,478052.6,29510.4,41650
102,경기도,여주시,1202313,621657.3,50401.6,504573.6,25680.6,41670
103,경기도,연천군,587065.8,215111.4,17016.2,319508.1,35430.2,41800
104,경기도,가평군,424954.5,301110.6,26280.4,95772.8,1790.7,41820
105,경기도,양평군,905617.4,643213.9,58580.8,200317.1,3505.6,41830
106,강원특별자치도,춘천시,1800220.9,1295169.2,81277.6,402284.8,21489.3,42110
107,강원특별자치도,원주시,2490842,1876217,91394.6,506616.2,16614.1,42130
108,강원특별자치도,강릉시,1446267.8,1050915.9,63539.3,311307.4,20505.2,42150
109,강원특별자치도,동해시,581127.1,440109.9,21762.3,105598.1,13656.7,42170
110,강원특별자치도,태백시,280844.8,209173.5,22122.9,48360.4,1188,42190
111,강원특별자치도,속초시,490621,386680.8,19481.8,82622,1836.3,42210
112,강원특별자치도,삼척시,428830.3,318127.5,17991,90729.5,1982.2,42230
113,강원특별자치도,홍천군,551348.3,331810.7,42689.7,173975.6,2872.3,42720
114,강원특별자치도,횡성군,375300.6,234962.6,15475.7,122354.5,2507.8,42730
115,강원특별자치도,영월군,295644.5,196027.7,14188.1,82036.8,3391.9,42750
116,강원특별자치도,평창군,347348.3,220687,15628.2,109778,1255.1,42760
117,강원특별자치도,정선군,279831.6,185663.5,13039.5,79058.4,2070.2,42770
118,강원특별자치도,철원군,319872,213465.6,14060.1,91269.8,1076.5,42780
119,강원특별자치도,화천군,173400.9,120878.4,7062.8,44909.9,549.7,42790
120,강원특별자치도,양구군,153618.5,103491.2,6540.4,43019,567.9,42800
121,강원특별자치도,인제군,262304.6,183959.1,11286.1,65979.7,1079.6,42810
122,강원특별자치도,고성군,201362.3,138802.9,8841.6,52256.2,1461.6,42820
123,강원특별자치도,양양군,210573.6,150950.8,6553.6,52054.6,1014.6,42830
124,충청북도,청주시,6027394.1,4511760,302993.4,1157265.1,55375.5,43110
125,충청북도,충주시,1673816.4,1193918.2,66368.4,392168.9,21360.9,43130
126,충청북도,제천시,983462,626035,36422,226296.1,94708.9,43150
127,충청북도,보은군,275667.4,154524.8,12663,103191.7,5287.8,43720
128,충청북도,옥천군,414361.8,247297.8,16646.4,142680.7,7736.8,43730
129,충청북도,영동군,337921.5,212552.6,15570.1,107965.8,1832.9,43740
130,충청북도,증평군,295594.6,204026.9,9232.7,80668.4,1666.6,43745
131,충청북도,진천군,745650.2,525996.8,28740.3,186757.3,4155.8,43750
132,충청북도,괴산군,323125.4,196953.9,15389.4,108754.4,2027.7,43760
133,충청북도,음성군,896491.7,565609.3,45491.4,276841.7,8549.4,43770
134,충청북도,단양군,240975.1,136223.8,11260.9,71043.6,22446.8,43800
135,충청남도,천안시,4379202.8,3304000.8,206053.6,837655.9,31492.5,44130
136,충청남도,공주시,810368.9,552581.5,42122.7,209885.8,5778.8,44150
137,충청남도,보령시,721139.8,492538.2,29049.3,186040.5,13511.7,44180
138,충청남도,아산시,2549039.5,1890838.9,104164.3,527028.9,27007.5,44200
139,충청남도,서산시,1402013.2,973069.3,66377.3,331816.4,30750.3,44210
140,충청남도,논산시,909956.2,573523.4,51828.3,280238.6,4365.9,44230
141,충청남도,계룡시,339200.5,263783.2,15297.7,58840.4,1279.2,44250
142,충청남도,당진시,1452885.9,1012774.2,55244.1,324809.4,60058.3,44270
143,충청남도,금산군,446409,258887.8,32151.1,150819.5,4550.5,44710
144,충청남도,부여군,497765,297062.6,38827.3,158827.6,3047.6,44760
145,충청남도,서천군,378631.3,244128.9,17136.1,110864.3,6502,44770
146,충청남도,청양군,273789.5,142384.1,11475.6,113297.7,6632.2,44790
147,충청남도,홍성군,748135.8,509906.3,34434.7,197397.5,6397.2,44800
148,충청남도,예산군,627470.9,403099.3,41533.6,176896.1,5941.9,44810
149,충청남도,태안군,452757.4,303928.8,18117.2,128856.3,1855.1,44825
150,전라북도,전주시,4407500.9,3436602.9,201761.9,737717.3,31418.9,45110
151,전라북도,군산시,1912300.6,1364018,71631.7,426260,50390.9,45130
152,전라북도,익산시,1966075.7,1322799,83343.3,527901.6,32031.8,45140
153,전라북도,정읍시,833547.7,556148.4,34590.1,236325.9,6483.3,45180
154,전라북도,남원시,635894.3,418833.2,28042.9,185982.3,3035.9,45190
155,전라북도,김제시,668487.6,410006.3,25849.9,223886.8,8744.7,45210
156,전라북도,완주군,883012.1,522360.6,38586.4,306047.5,16017.6,45710
157,전라북도,진안군,205983.6,123835.5,13195.6,68060.5,892,45720
158,전라북도,무주군,191414.7,113526.2,8625,66892,2371.4,45730
159,전라북도,장수군,171184.1,102724.8,6557.7,60979.5,922.1,45740
160,전라북도,임실군,219683.3,125768.8,8925.4,83024.1,1965,45750
161,전라북도,순창군,197826.7,127344.3,7299.8,62081.6,1101,45770
162,전라북도,고창군,401921.9,248068.3,22316.8,129237.1,2299.7,45790
163,전라북도,부안군,370145.5,237605.9,16737.4,113437.6,2364.5,45800
164,전라남도,목포시,1296679.3,922565.5,54268.3,302590,17255.5,46110
165,전라남도,여수시,1853707.9,1282444.8,79748.9,426390.9,65123.4,46130
166,전라남도,순천시,2031154.3,1513511.2,77649.3,376177.5,63816.3,46150
167,전라남도,나주시,1019279.1,661981.2,47750.9,283894.2,25652.9,46170
168,전라남도,광양시,1277404.2,885510.5,40529.1,223114.5,128250.2,46230
169,전라남도,담양군,446671.3,257857.5,24487.8,155660,8666,46710
170,전라남도,곡성군,235154.4,131564.6,7935.6,90524,5130.2,46720
171,전라남도,구례군,197810.4,126697.5,7543.7,61611.9,1957.4,46730
172,전라남도,고흥군,441858.1,263393.3,24462.4,152095.6,1906.7,46770
173,전라남도,보성군,401056.3,264570.1,16567.5,116596.4,3322.2,46780
174,전라남도,화순군,557963.2,320576.5,91532.6,133952.1,11901.9,46790
175,전라남도,장흥군,284835.9,170489.9,10536.7,101619.8,2189.5,46800
176,전라남도,강진군,304387.4,159472.9,11277.7,130268.2,3368.7,46810
177,전라남도,해남군,1468690.3,1222233.3,57907,186723.5,1826.5,46820
178,전라남도,영암군,512167.7,321466.7,23643.5,158620.4,8437.1,46830
179,전라남도,무안군,688004.4,470626.4,25979.1,185177.9,6221.1,46840
180,전라남도,함평군,1174082.1,1066981.8,22842.8,82881.3,1376.2,46860
181,전라남도,영광군,398691.6,266171.5,15674.8,115439.4,1406,46870
182,전라남도,장성군,414083.4,239611.3,14226.6,151687.6,8557.9,46880
183,전라남도,완도군,314867.5,198554.5,12997,102398.8,917.3,46890
184,전라남도,진도군,216419.9,136391.6,10319.1,68465.9,1243.4,46900
185,전라남도,신안군,2116613.2,1943202.5,50440.2,120366.3,2604.3,46910
186,경상북도,포항시,3599886,2649575.2,153241.8,639782.6,157286.4,47110
187,경상북도,경주시,1976727.4,1415799.5,87015.9,445875,28037.1,47130
188,경상북도,김천시,1040049.5,693112.4,45313.2,293023.4,8600.5,47150
189,경상북도,안동시,1189830.2,807868.7,54067.2,313392.8,14501.5,47170
190,경상북도,구미시,2917286.6,2196525.8,116265.8,575563.7,28931.3,47190
191,경상북도,영주시,723740,469355.6,31222.3,213436.7,9725.5,47210
192,경상북도,영천시,914608.4,545138.6,42376.6,296870.5,30222.8,47230
193,경상북도,상주시,769289.2,445864.7,40189.5,272557.1,10677.9,47250
194,경상북도,문경시,498362.9,336453.5,23453.2,133660.8,4795.4,47280
195,경상북도,경산시,1923486.3,1355280.9,66030.8,475373.8,26800.9,47290
196,경상북도,군위군,217009,127351.8,7667.2,79486.8,2503.2,47720
197,경상북도,의성군,453542.8,236437.6,14576.9,191594.6,10933.7,47730
198,경상북도,청송군,212775.9,128748.5,8118.2,74757.6,1151.6,47750
199,경상북도,영양군,125227.5,75421.3,5670.7,43076.2,1059.2,47760
200,경상북도,영덕군,248077.8,157543.7,10830.8,78524.3,1179.1,47770
201,경상북도,청도군,347530.3,217119.2,12563.8,113155.7,4691.6,47820
202,경상북도,고령군,309198.2,173901.2,13780.8,117005.2,4511,47830
203,경상북도,성주군,469718.9,247852.1,12853.9,196882.5,12130.4,47840
204,경상북도,칠곡군,995918,644530.9,44669.4,284729.4,21988.4,47850
205,경상북도,예천군,417642.2,294997.1,15546.7,105484.8,1613.6,47900
206,경상북도,봉화군,238628.2,144941.9,8213.9,84501.4,971,47920
207,경상북도,울진군,348186.7,253450.7,13204.7,80313.7,1217.5,47930
208,경상북도,울릉군,55104.1,40869.8,4231.7,9905.9,96.7,47940
209,경상남도,창원시,8199660.8,6778215.7,280298.3,1078608,62538.8,48120
210,경상남도,진주시,2378908.3,1717918.4,118934.4,520171.6,21883.9,48170
211,경상남도,통영시,683924.8,515032.1,39243.7,126020.6,3628.4,48220
212,경상남도,사천시,769676,572784.3,27444.1,162650.6,6797.1,48240
213,경상남도,김해시,3849068.6,2846958.6,120430.2,848997.5,32682.2,48250
214,경상남도,밀양시,907003.5,525266.8,32419.9,294925.3,54391.4,48270
215,경상남도,거제시,1310804.2,1076143.2,65710.6,163878.2,5072.2,48310
216,경상남도,양산시,2731779.3,1748585.5,121820.5,717711.7,143661.6,48330
217,경상남도,의령군,233932.3,128774.8,8987.7,87265.7,8904.2,48720
218,경상남도,함안군,1101285.7,892699.3,29953.2,160821.6,17811.6,48730
219,경상남도,창녕군,486740.8,316997.5,23323.5,142867.2,3552.5,48740
220,경상남도,고성군,356576.2,239695.6,12792.5,99575.1,4513.1,48820
221,경상남도,남해군,273075.1,180704,14390.8,76891.6,1088.6,48840
222,경상남도,하동군,325737.1,210404.9,10453.5,98218,6660.7,48850
223,경상남도,산청군,313829.9,177434.4,11125.5,112984.5,12285.4,48860
224,경상남도,함양군,268589.2,169910.1,11881.1,85701,1096.9,48870
225,경상남도,거창군,435177,277322.1,21388,122741.3,13725.6,48880
226,경상남도,합천군,320424.2,196799.9,11179,107163.1,5282.2,48890
227,제주특별자치도,제주시,9093544.8,7911769.4,278130.1,885992.6,17652.6,50110
228,제주특별자치도,서귀포시,1368557.6,945161.1,45625.9,372911.4,4859.3,50130
229,경기도,안양시,2874844.5,2122449.1,141082.8,598191.4,13121.3,41170
