store_name,store_addr,address_code,store_city,store_town,store_dist
연산토곡,"부산광역시 수영구 과정로 85(망미동)",26500,부산광역시,수영구,
연지사랑가득,"부산광역시 부산진구 동평로 239",26230,부산광역시,부산진구,
영광,"전라남도 영광군 영광읍 단주리 626-5",46870,전라남도,영광군,
영종하늘도시,"인천광역시 중구 운중로 169(중산동) 스피드메이트 영종하늘",28110,인천광역시,중구,
영주점,"경상북도 영주시 대학로262번길 1",47210,경상북도,영주시,
영통,"경기도 수원시 영통구 청명로 73 (영통동)",41117,경기도,수원시,영통구
영통제일,"경기도 수원시 영통구 영통로 317",41117,경기도,수원시,영통구
예산,"충청남도 예산군 예산읍 예산로 126",44810,충청남도,예산군,
오일프러스,"서울특별시 강남구 남부순환로 2651 (도곡동)",11680,서울특별시,강남구,
오창IC,"충청북도 청주시 청원군 오창읍 오창대로 410",43110,충청북도,청주시,
오태,"경상북도 구미시 금오대로 323 (오태동)",47190,경상북도,구미시,
오터스동백,"경기도 용인시 기흥구 어정로 52",41463,경기도,용인시,기흥구
오포,"경기도 광주시 오포읍 오포로 781",41610,경기도,광주시,
옥계,"경상북도 구미시 산호대로39길 14-9",47190,경상북도,구미시,
올림픽,"서울특별시 송파구 위례성대로 188 (올림픽 주유소내)",11710,서울특별시,송파구,
와동,"경기도 안산시 단원구 와동공원로 55 (와동)",41273,경기도,안산시,단원구
왕십리역사,"서울특별시 성동구 왕십리광장로 17 4층주차장",11200,서울특별시,성동구,
왜관,"경상북도 칠곡군 왜관읍 중앙로 162-2",47850,경상북도,칠곡군,
용담,"제주특별자치도 제주시 남성로 36-1 (용담일동)",50110,제주특별자치도,제주시,
용산서빙고,"서울특별시 용산구 녹사평대로11길 24",11170,서울특별시,용산구,
용암,"충청북도 청주시 상당구 중고개로 295",43111,충청북도,청주시,상당구
용인양지,"경기도 용인시 처인구 양지면 중부대로 2018",41461,경기도,용인시,처인구
용인점,"경기도 용인시 기흥구 중부대로 199(영덕동)",41463,경기도,용인시,기흥구
용인행복,"경기도 용인시 처인구 백옥대로 959",41461,경기도,용인시,처인구
운암,"광주광역시 광산구 북문대로 396-7 (신창동)",29200,광주광역시,광산구,
운암뜰,"경기도 오산시 경기대로 317",41370,경기도,오산시,
운정,"경기도 파주시 가람로21번길 7-5(와동동) 109호",41480,경기도,파주시,
운정신도시,"경기도 파주시 산내로 104번길 14-16",41480,경기도,파주시,
울산무거,"울산광역시 남구 삼호로 87-1 (무거동)",31140,울산광역시,남구,
울산성안,"울산광역시 중구 성안로 199 (성안동)",31110,울산광역시,중구,
울산월드컵,"울산광역시 남구 문수로 93",31140,울산광역시,남구,
울산중구,"울산광역시 중구 명륜로 135-1(교동)",31110,울산광역시,중구,
울산호계,"울산광역시 북구 호계동 1000-7",31200,울산광역시,북구,
웅상,"경상남도 양산시 웅상대로 1228",48330,경상남도,양산시,
원주,"강원도 원주시 포란재로 54(태전동)",42130,강원특별자치도,원주시,
원주보성,"강원도 원주시 남산로48번길 71 (명륜동)",42130,강원특별자치도,원주시,
원주태장,"강원도 원주시 현충로 62 (태장동)",42130,강원특별자치도,원주시,
원주혁신점,"강원도 원주시 동부순환로 95 (반곡동)",42130,강원특별자치도,원주시,
원평,"경상북도 구미시 산업로 112 (원평동)",47190,경상북도,구미시,
월산,"광주광역시 남구 대남대로315",29155,광주광역시,남구,
월피,"경기도 안산시 상록구 안산천서로 223 (월피동)",41271,경기도,안산시,상록구
윈윈,"서울특별시 영등포구 가마산로 379",11560,서울특별시,영등포구,
유공판매,"경기도 고양시 일산동구 백마로 56",41285,경기도,고양시,일산동구
유성,"대전광역시 유성구 유성대로783번길 13 (장대동)",30200,대전광역시,유성구,
유성지족,"대전광역시 유성구 은구비남로7번길 60 (지족동)",30200,대전광역시,유성구,
유화,"인천광역시 계양구 아나지로 240",28245,인천광역시,계양구,
으뜸_광주,"광주광역시 북구 군왕로 177 (두암동)",29170,광주광역시,북구,
은평뉴타운,"서울특별시 은평구 통일로 924",11380,서울특별시,은평구,
응암,"서울특별시 은평구 가좌로 177 (응암동)",11380,서울특별시,은평구,
의정부,"경기도 의정부시 의정로 82",41150,경기도,의정부시,
이가,"서울특별시 금천구 시흥대로 441",11545,서울특별시,금천구,
이곡,"대구광역시 달서구 달구벌대로 1176(신당동)",27290,대구광역시,달서구,
이동,"경상북도 포항시 남구 희망대로 398 (이동)",47111,경상북도,포항시,남구
이마트강릉,"강원도 강릉시 경강로 2398-10 3층",42150,강원특별자치도,강릉시,
이마트검단,"인천광역시 서구 서곶로 754 1층",28260,인천광역시,서구,
이마트경산,"경상북도 경산시 옥산로 227 3층",47290,경상북도,경산시,
이마트고잔,"경기도 안산시 단원구 원포공원1로 46 4층",41273,경기도,안산시,단원구
이마트과천,"경기도 과천시 별양상가3로 11 지하4층",41290,경기도,과천시,
이마트광교,"경기도 수원시 영통구 광교로 191 이마트 3층",41117,경기도,수원시,영통구
이마트광명소하,"경기도 광명시 소하로 97(소하동) 4층",41210,경기도,광명시,
이마트광산,"광주광역시 광산구 사암로 172 (우산동) 3층",29200,광주광역시,광산구,
이마트광주,"광주광역시 서구 죽봉대로 61 지하2층",29140,광주광역시,서구,
이마트구로,"서울특별시 구로구 디지털로32길 43 이마트3층",11530,서울특별시,구로구,
이마트구미,"경상북도 구미시 구미대로 256 3층",47190,경상북도,구미시,
이마트군산,"전라북도 군산시 구암3.1로 137 (경암동) 1층",45130,전라북도,군산시,
이마트금정,"부산광역시 금정구 중앙대로1841번길 24 3층",26410,부산광역시,금정구,
이마트김포한강,"경기도 김포시 김포한강 7로 71 (구래동,3층)",41570,경기도,김포시,
이마트김해,"경상남도 김해시 김해대로 2232 (외동) 이마트3층",48250,경상남도,김해시,
이마트남양주,"경기도 남양주시 늘을2로 27 4층 (호평동, 남양주호평이마트",41360,경기도,남양주시,
이마트동구미,"경상북도 구미시 이계북로 23 (임수동) 2층",47190,경상북도,구미시,
이마트동인천,"인천광역시 중구 인중로 134 3층",28110,인천광역시,중구,
이마트동탄,"경기도 화성시 동탄중앙로 376 4층",41590,경기도,화성시,
이마트동해,"강원도 동해시 천곡로 100 3층",42170,강원특별자치도,동해시,
이마트둔산,"대전광역시 서구 둔산북로 41 1층",30170,대전광역시,서구,
이마트마산,"경상남도 창원시 마산합포구 서성로 3 이마트2층",48125,경상남도,창원시,마산합포구
이마트만촌,"대구광역시 수성구 동원로 136 3층",27260,대구광역시,수성구,
이마트목포,"전라남도 목포시 옥암로 138 (옥암동) 1층",46110,전라남도,목포시,
이마트문현,"부산광역시 남구 전포대로 91번길 47, 4층",26290,부산광역시,남구,
이마트반야월,"대구광역시 동구 안심로 389-2 3층",27140,대구광역시,동구,
이마트별내,"경기도 남양주시 순화궁로 167 이마트4층",41360,경기도,남양주시,
이마트보라,"경기도 용인시 기흥구 한보라1로 92 3층",41463,경기도,용인시,기흥구
이마트보령,"충청남도 보령시 해안로 25 2층",44180,충청남도,보령시,
이마트봉선,"광주광역시 남구 봉선로 198 (봉선동) 3층",29155,광주광역시,남구,
이마트사상,"부산광역시 사상구 광장로 17 지하1층",26530,부산광역시,사상구,
이마트산본,"경기도 군포시 산본로 347 4층",41410,경기도,군포시,
이마트서귀포,"제주특별자치도 서귀포시 일주동로 9209 2층",50130,제주특별자치도,서귀포시,
이마트세종,"세종특별자치시 장군면 금송로 687 이마트3층주차장",36110,세종특별자치시,,
이마트속초,"강원도 속초시 설악금강대교로12 이마트3층",42210,강원특별자치도,속초시,
이마트수지,"경기도 용인시 수지구 수지로 203 이마트3층",41465,경기도,용인시,수지구
이마트순천,"전라남도 순천시 팔마로 191 (덕암동) 3층",46150,전라남도,순천시,
이마트신제주,"제주특별자치도 제주시 1100로 3348 3층 스피드메이트",50110,제주특별자치도,제주시,
이마트안동,"경상북도 안동시 옥동1길 2 2층",47170,경상북도,안동시,
이마트안성,"경기도 안성시 중앙로 246 3층",41550,경기도,안성시,
이마트양산,"경상남도 양산시 양산역6길 12 3층",48330,경상남도,양산시,
이마트양주,"경기도 양주시 평화로 1713(회정동) 3층",41630,경기도,양주시,
이마트여주,"경기도 여주시 세종로 151 2층",41670,경기도,여주시,
이마트연수,"인천광역시 연수구 경원대로 184 3층",28185,인천광역시,연수구,
이마트연제,"부산광역시 연제구 연수로 89 3층",26470,부산광역시,연제구,
이마트오산,"경기도 오산시 경기대로 181 4층",41370,경기도,오산시,
이마트운정,"경기도 파주시 한울로 123(동패동) 4층",41480,경기도,파주시,
이마트울산,"울산광역시 남구 남중로 48 4층",31140,울산광역시,남구,
이마트월배,"대구광역시 달서구 진천로 92 2층",27290,대구광역시,달서구,
이마트의정부,"경기도 의정부시 민락로 210 이마트3층",41150,경기도,의정부시,
이마트익산,"전라북도 익산시 평동로 705 (동산동) 3층",45140,전라북도,익산시,
이마트제천,"충청북도 제천시 장평천로 11 3층",43150,충청북도,제천시,
이마트진접,"경기도 남양주시 진접읍 금강로유연들1길 154 3층",41360,경기도,남양주시,
이마트진주,"경상남도 진주시 진양호로 477 지하2층",48170,경상남도,진주시,
이마트창원,"경상남도 창원시 성산구 원이대로 608 4층",48123,경상남도,창원시,성산구
이마트천안,"충청남도 천안시 서북구 충무로 187 3층",44133,충청남도,천안시,서북구
이마트천안서북,"충청남도 천안시 서북구 삼성대로 20 3층",44133,충청남도,천안시,서북구
이마트춘천,"강원도 춘천시 경춘로 2353 3층",42110,강원특별자치도,춘천시,
이마트충주,"충청북도 충주시 중원대로 3420 4층",43130,충청북도,충주시,
이마트통영,"경상남도 통영시 죽림4로 9 3층",48220,경상남도,통영시,
이마트파주,"경기도 파주시 당하길 10 2층",41480,경기도,파주시,
이마트평촌,"경기도 안양시 동안구 시민대로 300 2층",41173,경기도,안양시,동안구
이마트평택,"경기도 평택시 영신로 29 (지제동) 4층",41220,경기도,평택시,
이마트포천,"경기도 포천시 호국로 915 2층",41650,경기도,포천시,
이마트포항,"경상북도 포항시 남구 냉천로 10 3층",47111,경상북도,포항시,남구
이마트풍산,"경기도 고양시 일산동구 무궁화로237 주차장4층",41285,경기도,고양시,일산동구
이마트해운대,"부산광역시 해운대구 좌동순환로 511 5층",26350,부산광역시,해운대구,
이마트화정,"경기도 고양시 덕양구 백양로 79 (화정동) 4층",41281,경기도,고양시,덕양구
이마트흥덕,"경기도 용인시 기흥구 흥덕중앙로 60 지하2층",41463,경기도,용인시,기흥구
이매,"경기도 성남시 분당구 성남대로772번길 2",41135,경기도,성남시,분당구
이에스,"경기도 평택시 동삭로 363",41220,경기도,평택시,
이천한일,"경기도 이천시 대월면 경충대로 1960",41500,경기도,이천시,
이충,"경기도 평택시 청원로 1374 (이충동)",41220,경기도,평택시,
이케아고양,"경기도 고양시 덕양구 권율대로 420 P3 주차장",41281,경기도,고양시,덕양구
이케아광명,"경기도 광명시 일직로 17 (일직동)",41210,경기도,광명시,
익산모현,"전라북도 익산시 선화로6길 26",45140,전라북도,익산시,
인동_구미,"경상북도 구미시 인동북길 85(인의동)",47190,경상북도,구미시,
인제,"강원도 인제군 인제읍 인제로 157",42810,강원특별자치도,인제군,
인주대로,"인천광역시 남동구 인주대로 858 (만수동)",28200,인천광역시,남동구,
인천논현,"인천광역시 남동구 소래역서로6",28200,인천광역시,남동구,
인천대교,"인천광역시 연수구 아암대로 815",28185,인천광역시,연수구,
인천원당,"인천광역시 서구 고산후로121번길 29",28260,인천광역시,서구,
일곡,"광주광역시 북구 설죽로471번길 69",29170,광주광역시,북구,
일산백석점,"경기도 고양시 일산동구 일산로 141 (백석동)",41285,경기도,고양시,일산동구
일산제일,"경기도 고양시 일산동구 고봉로 473",41285,경기도,고양시,일산동구
일성,"전라북도 익산시 인북로 50 (인화동1가)",45140,전라북도,익산시,
일원,"서울특별시 강남구 개포로 644",11680,서울특별시,강남구,
자양,"서울특별시 광진구 아차산로 353",11215,서울특별시,광진구,
잠실,"서울특별시 송파구 백제고분로 179 (잠실동)",11710,서울특별시,송파구,
장기,"대구광역시 달서구 용산로8 (본리동)",27290,대구광역시,달서구,
장수군자,"서울특별시 광진구 동일로 266",11215,서울특별시,광진구,
장수화도,"경기도 남양주시 화도읍 경춘로 1712",41360,경기도,남양주시,
장승백이,"전라북도 전주시 완산구 장승배기로 283",45111,전라북도,전주시,완산구
장안,"경기도 수원시 장안구 경수대로 791",41111,경기도,수원시,장안구
장유유통단지,"경상남도 김해시 장유로 378",48250,경상남도,김해시,
장유제일,"경상남도 김해시 장유로 117(부곡동)",48250,경상남도,김해시,
장호,"서울특별시 광진구 자양로 37",11215,서울특별시,광진구,
장호원,"경기도 이천시 장호원읍 장감로 5",41500,경기도,이천시,
전당앞,"서울특별시 서초구 남부순환로 2391 (서초동)",11650,서울특별시,서초구,
전주강변,"전라북도 전주시 완산구 강변로 212(효자동1가)",45111,전라북도,전주시,완산구
전주서신,"전라북도 전주시 완산구 서신동 941-1",45111,전라북도,전주시,완산구
전주혁신,"전라북도 전주시 덕진구 원장동길 41",45113,전라북도,전주시,덕진구
전주효자,"전라북도 전주시 완산구 효자동2가 1196-8",45111,전라북도,전주시,완산구
점촌,"경상북도 문경시 당교로 161",47280,경상북도,문경시,
정관메가박스,"부산광역시 기장군 정관면 정관6로 50",26710,부산광역시,기장군,
정릉,"서울특별시 성북구 보국문로 110 (정릉동)",11290,서울특별시,성북구,
정왕,"경기도 시흥시 역전로 159",41390,경기도,시흥시,
정왕IC,"경기도 시흥시 함송로13번길 26 (정왕동)",41390,경기도,시흥시,
정왕본동,"경기도 시흥시 정왕대로233번길 10 (정왕동)",41390,경기도,시흥시,
정읍,"전라북도 정읍시 수성3로 35-2 (수성동)",45180,전라북도,정읍시,
정자KT,"경기도 성남시 분당구 불정로65번길 4 (정자동)",41135,경기도,성남시,분당구
정자제일,"경기도 성남시 분당구 내정로119번길 37 (정자",41135,경기도,성남시,분당구
정직,"전라북도 전주시 덕진구 석소5길 3 (우아동2가)",45113,전라북도,전주시,덕진구
정평,"경상북도 경산시 대평길1길15(대평동)",47290,경상북도,경산시,
제주노형,"제주특별자치도 제주시 월광로 172(노형동)",50110,제주특별자치도,제주시,
제주백록,"제주특별자치도 제주시 연삼로 433",50110,제주특별자치도,제주시,
제주서귀포,"제주특별자치도 서귀포시 중정로 122",50130,제주특별자치도,서귀포시,
제주연동,"제주특별자치도 제주시 연북로134(연동,1층)",50110,제주특별자치도,제주시,
제주중문,"제주특별자치도 서귀포시 일주서로 582(대포동)",50130,제주특별자치도,서귀포시,
조례,"전라남도 순천시 남신월길 45-1",46150,전라남도,순천시,
종묘,"서울특별시 종로구 종로 157",11110,서울특별시,종로구,
종암,"서울특별시 성북구 종암로 166",11290,서울특별시,성북구,
중계,"서울특별시 노원구 덕릉로73길10(중계동)",11350,서울특별시,노원구,
중구,"대구광역시 중구 달구벌대로440길 6 (대봉동)",27110,대구광역시,중구,
중동대로,"경기도 부천시 원미구 평천로 639",41190,경기도,부천시,
중동역,"경기도 부천시 소사구 경인로 121, 삼정프라자",41190,경기도,부천시,
중앙,"부산광역시 중구 충장대로5번길 61(중앙동4가)",26110,부산광역시,중구,
중원,"경기도 성남시 중원구산성대로336",41130,경기도,성남시,
증산,"서울특별시 은평구 증산로 275",11380,서울특별시,은평구,
증평,"충청북도 증평군 증평읍 송산로1길 17-5",43745,충청북도,증평군,
지산,"대구광역시 수성구 지범로 71",27260,대구광역시,수성구,
지행,"경기도 동두천시 평화로 2268",41250,경기도,동두천시,
진주,"경상남도 진주시 진양호로 230",48170,경상남도,진주시,
진주도동,"경상남도 진주시 대신로 374 (하대동)",48170,경상남도,진주시,
진주주약,"경상남도 진주시 진주대로 837",48170,경상남도,진주시,
진천,"충청북도 진천군 진천읍 대촌길 33-8",43750,충청북도,진천군,
진해태평,"경상남도 창원시 진해구 태평로 11",48129,경상남도,창원시,진해구
진흥청,"경기도 수원시 권선구 세화로 169 (서둔동)",41113,경기도,수원시,권선구
창원성주,"경상남도 창원시 성산구 대암로 247 3층 제C301호",48123,경상남도,창원시,성산구
창원신월,"경상남도 창원시 의창구 신사로 39 (신월동)",48121,경상남도,창원시,의창구
창원유남,"경상남도 창원시 의창구 창원대로 314",48121,경상남도,창원시,의창구
처용로,"울산광역시 남구 처용로 92",31140,울산광역시,남구,
천마,"경상남도 양산시 웅상대로 795",48330,경상남도,양산시,
천안구성,"충청남도 천안시 동남구 충무로 502",44131,충청남도,천안시,동남구
천안대양,"충청남도 천안시 서북구 충무로 166",44133,충청남도,천안시,서북구
천안백석,"충청남도 천안시 서북구 동서대로 23",44133,충청남도,천안시,서북구
천안성거,"충청남도 천안시 서북구 성거읍 성거길 156",44133,충청남도,천안시,서북구
천안성정,"충청남도 천안시 서북구 서부3길 20 (성정동)",44133,충청남도,천안시,서북구
천안신부,"충청남도 천안시 동남구 중앙로 265-1 (신부동)",44131,충청남도,천안시,동남구
천안청당,"충청남도 천안시 동남구 청수7로 3-7(청당동)",44131,충청남도,천안시,동남구
천천,"경기도 수원시 장안구 덕영대로 557",41111,경기도,수원시,장안구
첨단,"광주광역시 광산구 첨단과기로 33 (비아동)",29200,광주광역시,광산구,
첨단2지구,"광주광역시 북구 첨단연신로108번길 93 (신용동)",29170,광주광역시,북구,
청기와2,"서울특별시 마포구 월드컵북로 57-7 1층",11440,서울특별시,마포구,
청덕,"경기도 용인시 기흥구 구성3로 28번길 10",41463,경기도,용인시,기흥구
청라가정,"인천광역시 서구 청중로478번길 16, 1층(가정동)",28260,인천광역시,서구,
청주,"충청북도 청주시 청원구 2순환로 160번길 3(주성동)",43114,충청북도,청주시,청원구
청주강서,"충청북도 청주시 흥덕구 가로수로1164번길 26-1",43113,충청북도,청주시,흥덕구
청주복대,"충청북도 청주시 흥덕구 사직대로 37-1",43113,충청북도,청주시,흥덕구
청천,"인천광역시 부평구 평천로 102 (청천동)",28237,인천광역시,부평구,
청평,"경기도 가평군 청평면 구청평로 89",41820,경기도,가평군,
초당,"경기도 용인시 기흥구 동백죽전대로 179",41463,경기도,용인시,기흥구
춘천,"강원도 춘천시 공지로 234-5",42110,강원특별자치도,춘천시,
춘천우리,"강원도 춘천시 동면 후만로 162, 898-14호",42110,강원특별자치도,춘천시,
충무체육관,"대전광역시 중구 대종로334번길 9-1",30140,대전광역시,중구,
충북,"충청북도 청주시 흥덕구 대신로38번길 1-1",43113,충청북도,청주시,흥덕구
충주연수,"충청북도 충주시 갱고개로 96 (교현동)",43130,충청북도,충주시,
충효,"경상북도 경주시 태종로 418 (충효동)",47130,경상북도,경주시,
치악,"강원도 원주시 봉산로 102 (봉산동)",42130,강원특별자치도,원주시,
칠곡IC,"대구광역시 북구 관음로 141",27230,대구광역시,북구,
침산,"대구광역시 북구 노원로 255 (침산동)",27230,대구광역시,북구,
코끼리,"광주광역시 북구 서하로 73 (매곡동)",29170,광주광역시,북구,
코포모,"경기도 시흥시 공단1대로 341, 코포모노센터 10",41390,경기도,시흥시,
탄현,"경기도 고양시 일산서구 홀트로 66",41287,경기도,고양시,일산서구
태전,"경기도 광주시 광남안로 36 (태전동)",41610,경기도,광주시,
태화,"울산광역시 중구 북부순환도로147(태화동)",31110,울산광역시,중구,
터미널,"경상남도 창원시 마산회원구 3·15대로 816",48127,경상남도,창원시,마산회원구
토평,"경기도 구리시 벌말로 136",41310,경기도,구리시,
톨게이트,"경기도 용인시 처인구 백옥대로 1410",41461,경기도,용인시,처인구
트레이더스구성,"경기도 용인시 기흥구 용구대로 2457 지하1층",41463,경기도,용인시,기흥구
트레이더스군포,"경기도 군포시 삼성로 74",41410,경기도,군포시,
트레이더스김포풍무,"경기도 김포시 김포대로 715 3층",41570,경기도,김포시,
트레이더스동탄,"경기도 화성시 동탄대로 451 트레이더스 3층 Speedmate",41590,경기도,화성시,
트레이더스비산,"대구광역시 서구 팔달로 54 3층",27170,대구광역시,서구,
트레이더스서면,"부산광역시 부산진구 시민공원로 31 이마트3층",26230,부산광역시,부산진구,
트레이더스송림,"인천광역시 동구 봉수대로 82 2층",28140,인천광역시,동구,
트레이더스수원,"경기도 수원시 영통구 삼성로 2 주차장3층",41117,경기도,수원시,영통구
트레이더스안산,"경기도 안산시 단원구 중앙대로 397(신길동) 3",41273,경기도,안산시,단원구
트레이더스양산,"경상남도 양산시 평산로16(평산동,3층주차장내)",48330,경상남도,양산시,
트레이더스연산,"부산광역시 연제구 좌수영로 241 트레이더스 지하2층",26470,부산광역시,연제구,
트레이더스월평,"대전광역시 서구 한밭대로 580 이마트3층",30170,대전광역시,서구,
트레이더스천안,"충청남도 아산시 배방읍 고속철대로 133 3층",44200,충청남도,아산시,
파워디젤,"경기도 시흥시 옥구공원로 75",41390,경기도,시흥시,
평리,"대구광역시 서구 국채보상로 176",27170,대구광역시,서구,
평촌,"경기도 안양시 동안구 평촌대로 99",41173,경기도,안양시,동안구
평택고덕,"경기도 평택시 고덕면 고덕국제4길 99",41220,경기도,평택시,
포승,"경기도 평택시 포승읍 평택항로 7",41220,경기도,평택시,
포항신덕,"경상북도 포항시 북구 신덕로 247",47113,경상북도,포항시,북구
포항제1,"경상북도 포항시 북구 중앙로 406",47113,경상북도,포항시,북구
풍암,"광주광역시 서구 화개중앙로3번길 1 (금호동)",29140,광주광역시,서구,
하가,"전라북도 전주시 덕진구 가리내로 184 (덕진동1가",45113,전라북도,전주시,덕진구
하나원,"인천광역시 계양구 아나지로 426",28245,인천광역시,계양구,
하남중앙,"경기도 하남시 하남대로 829 (덕풍동)",41450,경기도,하남시,
하이웨이,"인천광역시 남동구 구월로 371",28200,인천광역시,남동구,
하이테크,"서울특별시 은평구 연서로 323 (불광동)",11380,서울특별시,은평구,
학동,"전라남도 여수시 쌍봉로84",46130,전라남도,여수시,
학운공단,"경기도 김포시 양촌읍 황금3로 98",41570,경기도,김포시,
한국,"서울특별시 도봉구 도봉로 434 (창동)",11320,서울특별시,도봉구,
한남,"서울특별시 용산구 한남대로 204",11170,서울특별시,용산구,
한밭로,"대전광역시 대덕구 한밭대로 1186 (중리동)",30230,대전광역시,대덕구,
한신,"전라북도 익산시 선화로 514 (신흥동)",45140,전라북도,익산시,
함안,"경상남도 함안군 가야읍 가야로 64",48730,경상남도,함안군,
함양,"경상남도 함양군 함양읍 함양초등길24",48870,경상남도,함양군,
해바라기,"대구광역시 북구 대현로 81",27230,대구광역시,북구,
해피스테이션,"충청북도 청주시 서원구 구룡산로 217",43112,충청북도,청주시,서원구
해피오토송현,"대구광역시 달서구 구마로 219",27290,대구광역시,달서구,
향남,"경기도 화성시 향남읍 3.1만세로 1015",41590,경기도,화성시,
형제,"전라남도 해남군 해남읍 북부순환로 263-1",46820,전라남도,해남군,
호계중앙,"경기도 안양시 동안구 경수대로 584번길 3",41173,경기도,안양시,동안구
호매실,"경기도 수원시 권선구 호매실동 1374-1",41113,경기도,수원시,권선구
호반,"전라북도 전주시 덕진구 기린대로 600 (덕진동2가",45113,전라북도,전주시,덕진구
호평,"경기도 남양주시 늘을1로 139-7",41360,경기도,남양주시,
홍릉,"서울특별시 동대문구 홍릉로 87",11230,서울특별시,동대문구,
홍성,"충청남도 홍성군 홍성읍 월계2길 9-3",44800,충청남도,홍성군,
홍제,"강원도 강릉시 경강로 1904 (홍제동)",42150,강원특별자치도,강릉시,
홍천,"강원도 홍천군 홍천읍 산림공원2길 6",42720,강원특별자치도,홍천군,
화곡,"서울특별시 양천구 월정로 210 (신월동)",11470,서울특별시,양천구,
화명,"부산광역시 북구 용당로 24 (화명동)",26320,부산광역시,북구,
화성팔탄,"경기도 화성시 팔탄면 푸른들판로 738",41590,경기도,화성시,
화원,"대구광역시 달성군 화원읍 비슬로528길 7",27710,대구광역시,달성군,
화천,"강원도 화천군 화천읍 산수화로 83",42790,강원특별자치도,화천군,
황금,"대구광역시 수성구 청수로 158",27260,대구광역시,수성구,
후평,"강원도 춘천시 춘천로 413 (후평동)",42110,강원특별자치도,춘천시,
